source,target,co_conv_weight
racikcantik_r3c08m00x5448,skincare_ip9454,3
racikcantik_r3c08m01x2011,racikcantik_r3c08m02x8325,3
racikcantik_r3c08m01x2011,racikcantik_r3c08m03x4529,3
racikcantik_r3c08m01x2011,racikcantik_r3c08m04x3650,3
racikcantik_r3c08m01x2011,reviewjujur_ip7022,3
racikcantik_r3c08m01x2011,skincare_ip8433,3
racikcantik_r3c08m01x2011,skincare_ip9454,3
racikcantik_r3c08m02x8325,racikcantik_r3c08m03x4529,3
racikcantik_r3c08m02x8325,racikcantik_r3c08m04x3650,3
racikcantik_r3c08m02x8325,reviewjujur_ip7022,3
racikcantik_r3c08m02x8325,skincare_ip8433,3
racikcantik_r3c08m02x8325,skincare_ip9454,3
racikcantik_r3c08m03x4529,racikcantik_r3c08m04x3650,3
racikcantik_r3c08m03x4529,reviewjujur_ip7022,3
racikcantik_r3c08m03x4529,skincare_ip8433,3
racikcantik_r3c08m03x4529,skincare_ip9454,3
racikcantik_r3c08m04x3650,reviewjujur_ip7022,3
racikcantik_r3c08m04x3650,skincare_ip8433,3
racikcantik_r3c08m04x3650,skincare_ip9454,3
reviewjujur_ip7022,skincare_ip8433,4
reviewjujur_ip7022,skincare_ip9454,4
skincare_ct8136,skinlover_ct4123,3
skincare_ct8136,skintok_rr45965,3
skincare_ip8433,skincare_ip9454,4
beautyvibe_ip8477,beautyvibe_rp66426,3
beautyvibe_ip8477,glowingid_rr53578,3
beautyvibe_ip8477,kulitcerah_rr59853,3
beautyvibe_ip8477,kulitkece_r3c01m00x5166,3
beautyvibe_ip8477,kulitkece_r3c01m01x2583,3
beautyvibe_ip8477,kulitkece_r3c01m02x7223,3
beautyvibe_ip8477,kulitkece_r3c01m03x9803,3
beautyvibe_ip8477,kulitkece_r3c01m04x8079,3
beautyvibe_ip8477,kulitsehat_ip5592,6
beautyvibe_ip8477,skincare_ip6366,6
beautyvibe_ip8477,skincare_rp71592,3
beautyvibe_ip8477,skinlover_ip490,6
beautyvibe_ip8477,skinlover_ip9713,6
beautyvibe_rp66426,kulitcerah_rr59853,4
beautyvibe_rp66426,kulitkece_r3c01m00x5166,3
beautyvibe_rp66426,kulitkece_r3c01m01x2583,3
beautyvibe_rp66426,kulitkece_r3c01m02x7223,3
beautyvibe_rp66426,kulitkece_r3c01m03x9803,3
beautyvibe_rp66426,kulitkece_r3c01m04x8079,3
beautyvibe_rp66426,kulitsehat_ip5592,3
beautyvibe_rp66426,skincare_ip6366,3
beautyvibe_rp66426,skinclub_rr74871,3
beautyvibe_rp66426,skinlover_ip490,3
beautyvibe_rp66426,skinlover_ip9713,3
beautyvibe_rr22540,glowingid_rr53578,5
bestieku_rr21066,glowingid_rp15392,4
glowhunter_rp15009,glowingid_rr53578,5
glowingid_rr53578,kulitsehat_ip5592,3
glowingid_rr53578,skincare_ip6366,3
glowingid_rr53578,skincare_rp71592,4
glowingid_rr53578,skinlover_ip490,3
glowingid_rr53578,skinlover_ip9713,3
glowup_ct9909,skinbestie_ct2508,3
kulitcerah_rr59853,kulitkece_r3c01m00x5166,3
kulitcerah_rr59853,kulitkece_r3c01m01x2583,3
kulitcerah_rr59853,kulitkece_r3c01m02x7223,3
kulitcerah_rr59853,kulitkece_r3c01m03x9803,3
kulitcerah_rr59853,kulitkece_r3c01m04x8079,3
kulitcerah_rr59853,kulitsehat_ip5592,3
kulitcerah_rr59853,skincare_ip6366,3
kulitcerah_rr59853,skinclub_rr74871,3
kulitcerah_rr59853,skinlover_ip490,3
kulitcerah_rr59853,skinlover_ip9713,3
kulitkece_r3c01m00x5166,kulitkece_r3c01m01x2583,3
kulitkece_r3c01m00x5166,kulitkece_r3c01m02x7223,3
kulitkece_r3c01m00x5166,kulitkece_r3c01m03x9803,3
kulitkece_r3c01m00x5166,kulitkece_r3c01m04x8079,3
kulitkece_r3c01m00x5166,kulitsehat_ip5592,3
kulitkece_r3c01m00x5166,skincare_ip6366,3
kulitkece_r3c01m00x5166,skinlover_ip490,3
kulitkece_r3c01m00x5166,skinlover_ip9713,3
kulitkece_r3c01m01x2583,kulitkece_r3c01m02x7223,3
kulitkece_r3c01m01x2583,kulitkece_r3c01m03x9803,3
kulitkece_r3c01m01x2583,kulitkece_r3c01m04x8079,3
kulitkece_r3c01m01x2583,kulitsehat_ip5592,3
kulitkece_r3c01m01x2583,skincare_ip6366,3
kulitkece_r3c01m01x2583,skinlover_ip490,3
kulitkece_r3c01m01x2583,skinlover_ip9713,3
kulitkece_r3c01m02x7223,kulitkece_r3c01m03x9803,3
kulitkece_r3c01m02x7223,kulitkece_r3c01m04x8079,3
kulitkece_r3c01m02x7223,kulitsehat_ip5592,3
kulitkece_r3c01m02x7223,skincare_ip6366,3
kulitkece_r3c01m02x7223,skinlover_ip490,3
kulitkece_r3c01m02x7223,skinlover_ip9713,3
kulitkece_r3c01m03x9803,kulitkece_r3c01m04x8079,3
kulitkece_r3c01m03x9803,kulitsehat_ip5592,3
kulitkece_r3c01m03x9803,skincare_ip6366,3
kulitkece_r3c01m03x9803,skinlover_ip490,3
kulitkece_r3c01m03x9803,skinlover_ip9713,3
kulitkece_r3c01m04x8079,kulitsehat_ip5592,3
kulitkece_r3c01m04x8079,skincare_ip6366,3
kulitkece_r3c01m04x8079,skinlover_ip490,3
kulitkece_r3c01m04x8079,skinlover_ip9713,3
kulitsehat_ip5592,skincare_ip6366,6
kulitsehat_ip5592,skincare_rp71592,3
kulitsehat_ip5592,skinlover_ip490,6
kulitsehat_ip5592,skinlover_ip9713,6
skinbestie_ct2508,skinbestie_rr51345,3
skinbestie_rp7593,testireal_rr26338,3
skincare_ip6366,skincare_rp71592,3
skincare_ip6366,skinlover_ip490,6
skincare_ip6366,skinlover_ip9713,6
skincare_rp71592,skinlover_ip490,3
skincare_rp71592,skinlover_ip9713,3
skinlover_ip490,skinlover_ip9713,6
beautyaddict_rr63743,reviewjujur_rp74582,4
beautyvibe_ct53672,bestieku_ct63653,6
beautyvibe_ct53672,glowhunter_ct43630,6
beautyvibe_ct53672,kulitcerah_ct92565,6
beautyvibe_ct53672,testireal_ct48546,6
beautyvibe_ip3082,racun_rp28130,3
beautyvibe_ip3082,skinbestie_rr98803,3
bestieku_ct63653,glowhunter_ct43630,6
bestieku_ct63653,kulitcerah_ct92565,6
bestieku_ct63653,testireal_ct48546,6
cantik_rr4121,kulitglowing_rp49531,3
cantik_rr4121,skinlover_rr34452,3
glowhunter_ct43630,kulitcerah_ct92565,6
glowhunter_ct43630,testireal_ct48546,6
kulitcerah_ct92565,testireal_ct48546,6
kulitglowing_rp49531,racun_rp28130,3
kulitglowing_rp49531,skinbestie_rr98803,3
kulitglowing_rp49531,skinlover_rr34452,7
kulitglowing_rp49531,testireal_rp66604,3
racun_rp28130,skinbestie_rr98803,6
racun_rp28130,skinlover_rr34452,3
skinbestie_rr98803,skinlover_rr34452,3
skinlover_rr34452,testireal_rp66604,3
bestieku_rp20308,kulitglowing_rr63007,4
dearskin_ip1425,kulitsehat_ip4910,4
dearskin_ip1425,racun_ip9078,4
dearskin_ip1425,skinbestie_ip5533,4
dearskin_ip1425,skincare_ip6218,4
dearskin_ip1425,skincare_ip8128,4
dearskin_ip1425,skinclub_ip4635,4
glowhunter_rp10498,kulitsehat_rr19401,3
glowhunter_rp10498,racun_rp28130,3
glowhunter_rp10498,skinbestie_rr98803,3
glowhunter_rp10498,testireal_rp95161,3
glowingid_rp49842,racun_rp28130,4
glowingid_rp49842,skinbestie_rr98803,4
glowingid_rr70761,racun_rp28130,4
glowingid_rr70761,skinbestie_rr98803,4
kulitsehat_ip4910,racun_ip9078,4
kulitsehat_ip4910,skinbestie_ip5533,4
kulitsehat_ip4910,skincare_ip6218,4
kulitsehat_ip4910,skincare_ip8128,4
kulitsehat_ip4910,skinclub_ip4635,4
kulitsehat_rr19401,racun_rp28130,3
kulitsehat_rr19401,skinbestie_rr98803,3
kulitsehat_rr19401,skintok_ct62066,3
racun_ip9078,skinbestie_ip5533,4
racun_ip9078,skincare_ip6218,4
racun_ip9078,skincare_ip8128,4
racun_ip9078,skinclub_ip4635,4
racun_rp28130,skintok_ct62066,3
racun_rp28130,testireal_rp95161,3
skinbestie_ip5533,skincare_ip6218,4
skinbestie_ip5533,skincare_ip8128,4
skinbestie_ip5533,skinclub_ip4635,4
skinbestie_rr98803,skintok_ct62066,3
skinbestie_rr98803,testireal_rp95161,3
skincare_ip6218,skincare_ip8128,4
skincare_ip6218,skinclub_ip4635,4
skincare_ip8128,skinclub_ip4635,4
skintok_ct62066,testireal_rp95161,3
beautyvibe_rr22540,reviewjujur_rp60551,3
cantik_rp21679,glowingid_rr53578,3
dearskin_ct58033,kulitcerah_rr60592,3
dearskin_ct58033,racun_rp50351,3
dearskin_ct58033,skinbestie_rr21563,4
dlameyy,maryame.official,3
glowdiary_r3c03m00x2631,glowdiary_r3c03m01x2588,3
glowdiary_r3c03m00x2631,glowdiary_r3c03m02x1592,3
glowdiary_r3c03m00x2631,glowdiary_r3c03m03x1823,3
glowdiary_r3c03m00x2631,glowdiary_r3c03m04x6886,3
glowdiary_r3c03m00x2631,glowdiary_r3c03m05x9471,3
glowdiary_r3c03m00x2631,glowhunter_rr31985,3
glowdiary_r3c03m00x2631,testireal_rp21269,3
glowdiary_r3c03m01x2588,glowdiary_r3c03m02x1592,3
glowdiary_r3c03m01x2588,glowdiary_r3c03m03x1823,3
glowdiary_r3c03m01x2588,glowdiary_r3c03m04x6886,3
glowdiary_r3c03m01x2588,glowdiary_r3c03m05x9471,3
glowdiary_r3c03m01x2588,glowhunter_rr31985,3
glowdiary_r3c03m01x2588,testireal_rp21269,3
glowdiary_r3c03m02x1592,glowdiary_r3c03m03x1823,3
glowdiary_r3c03m02x1592,glowdiary_r3c03m04x6886,3
glowdiary_r3c03m02x1592,glowdiary_r3c03m05x9471,3
glowdiary_r3c03m02x1592,glowhunter_rr31985,3
glowdiary_r3c03m02x1592,testireal_rp21269,3
glowdiary_r3c03m03x1823,glowdiary_r3c03m04x6886,3
glowdiary_r3c03m03x1823,glowdiary_r3c03m05x9471,3
glowdiary_r3c03m03x1823,glowhunter_rr31985,3
glowdiary_r3c03m03x1823,testireal_rp21269,3
glowdiary_r3c03m04x6886,glowdiary_r3c03m05x9471,3
glowdiary_r3c03m04x6886,glowhunter_rr31985,3
glowdiary_r3c03m04x6886,testireal_rp21269,3
glowdiary_r3c03m05x9471,glowhunter_rr31985,3
glowdiary_r3c03m05x9471,testireal_rp21269,3
glowhunter_rp15009,reviewjujur_rp60551,3
glowingid_rr53578,kulitcerah_rr27261,3
glowup_ct95907,kulitcerah_rr60592,3
glowup_ct95907,racun_rp50351,3
glowup_ct95907,skinbestie_rr21563,4
kulitcerah_rp66429,kulitglowing_rr87765,4
kulitcerah_rr60592,skincare_ct87875,3
maryame.official,zayyidalfarezel,3
mukar___,rizkifauzi402,3
racun_rp50351,skincare_ct87875,3
skinbestie_rr21563,skincare_ct87875,4
beautyaddict_rp37103,glowhunter_rp60130,3
beautyaddict_rp37103,testireal_rr90363,3
beautyvibe_ct13413,beautyvibe_ct53672,3
beautyvibe_ct13413,bestieku_ct63653,3
beautyvibe_ct13413,glowhunter_ct43630,3
beautyvibe_ct13413,kulitcerah_ct92565,3
beautyvibe_ct13413,skinclub_ip8582,3
beautyvibe_ct13413,testireal_ct48546,3
beautyvibe_ct53672,racun_ct40815,3
beautyvibe_ct53672,reviewjujur_ct43520,3
beautyvibe_ct53672,skinclub_ip8582,3
beautyvibe_ct53672,testireal_ct49360,3
beautyvibe_ip6117,skinreview_r3c04m00x5770,3
beautyvibe_ip6117,skinreview_r3c04m01x7927,3
beautyvibe_ip6117,skinreview_r3c04m02x8520,3
beautyvibe_ip6117,skinreview_r3c04m03x3054,3
beautyvibe_ip9313,skinreview_r3c04m00x5770,3
beautyvibe_ip9313,skinreview_r3c04m01x7927,3
beautyvibe_ip9313,skinreview_r3c04m02x8520,3
beautyvibe_ip9313,skinreview_r3c04m03x3054,3
bestieku_ct63653,racun_ct40815,3
bestieku_ct63653,reviewjujur_ct43520,3
bestieku_ct63653,skinclub_ip8582,3
bestieku_ct63653,testireal_ct49360,3
cantik_ip6901,skinreview_r3c04m00x5770,3
cantik_ip6901,skinreview_r3c04m01x7927,3
cantik_ip6901,skinreview_r3c04m02x8520,3
cantik_ip6901,skinreview_r3c04m03x3054,3
glowhunter_ct43630,racun_ct40815,3
glowhunter_ct43630,reviewjujur_ct43520,3
glowhunter_ct43630,skinclub_ip8582,3
glowhunter_ct43630,testireal_ct49360,3
glowhunter_ip1754,glowhunter_rp60130,3
glowhunter_ip1754,glowup_cp8356,3
glowhunter_ip1754,testireal_rr90363,3
glowhunter_ip2869,skinreview_r3c04m00x5770,3
glowhunter_ip2869,skinreview_r3c04m01x7927,3
glowhunter_ip2869,skinreview_r3c04m02x8520,3
glowhunter_ip2869,skinreview_r3c04m03x3054,3
glowhunter_ip4395,skinreview_r3c04m00x5770,3
glowhunter_ip4395,skinreview_r3c04m01x7927,3
glowhunter_ip4395,skinreview_r3c04m02x8520,3
glowhunter_ip4395,skinreview_r3c04m03x3054,3
glowhunter_ip7849,skinreview_r3c04m00x5770,3
glowhunter_ip7849,skinreview_r3c04m01x7927,3
glowhunter_ip7849,skinreview_r3c04m02x8520,3
glowhunter_ip7849,skinreview_r3c04m03x3054,3
glowhunter_rp60130,testireal_rr90363,3
kulitcerah_ct92565,racun_ct40815,3
kulitcerah_ct92565,reviewjujur_ct43520,3
kulitcerah_ct92565,skinclub_ip8582,3
kulitcerah_ct92565,testireal_ct49360,3
kulitglowing_ip4389,skinreview_r3c04m00x5770,3
kulitglowing_ip4389,skinreview_r3c04m01x7927,3
kulitglowing_ip4389,skinreview_r3c04m02x8520,3
kulitglowing_ip4389,skinreview_r3c04m03x3054,3
kulitglowing_ip7028,skinreview_r3c04m00x5770,3
kulitglowing_ip7028,skinreview_r3c04m01x7927,3
kulitglowing_ip7028,skinreview_r3c04m02x8520,3
kulitglowing_ip7028,skinreview_r3c04m03x3054,3
racun_ct40815,skinclub_ip8582,3
racun_ct40815,testireal_ct48546,3
racun_ip2774,skinreview_r3c04m00x5770,3
racun_ip2774,skinreview_r3c04m01x7927,3
racun_ip2774,skinreview_r3c04m02x8520,3
racun_ip2774,skinreview_r3c04m03x3054,3
reviewjujur_ct43520,skinclub_ip8582,3
reviewjujur_ct43520,testireal_ct48546,3
reviewjujur_ip6156,skinreview_r3c04m00x5770,3
reviewjujur_ip6156,skinreview_r3c04m01x7927,3
reviewjujur_ip6156,skinreview_r3c04m02x8520,3
reviewjujur_ip6156,skinreview_r3c04m03x3054,3
reviewjujur_ip9284,skinreview_r3c04m00x5770,3
reviewjujur_ip9284,skinreview_r3c04m01x7927,3
reviewjujur_ip9284,skinreview_r3c04m02x8520,3
reviewjujur_ip9284,skinreview_r3c04m03x3054,3
skinbestie_ip9676,skinreview_r3c04m00x5770,3
skinbestie_ip9676,skinreview_r3c04m01x7927,3
skinbestie_ip9676,skinreview_r3c04m02x8520,3
skinbestie_ip9676,skinreview_r3c04m03x3054,3
skincare_ip2565,skinreview_r3c04m00x5770,3
skincare_ip2565,skinreview_r3c04m01x7927,3
skincare_ip2565,skinreview_r3c04m02x8520,3
skincare_ip2565,skinreview_r3c04m03x3054,3
skinclub_ip8582,skinreview_r3c04m00x5770,3
skinclub_ip8582,skinreview_r3c04m01x7927,3
skinclub_ip8582,skinreview_r3c04m02x8520,3
skinclub_ip8582,skinreview_r3c04m03x3054,3
skinclub_ip8582,testireal_ct48546,3
skinclub_ip8582,testireal_ct49360,3
skinlover_ip4018,skinreview_r3c04m00x5770,3
skinlover_ip4018,skinreview_r3c04m01x7927,3
skinlover_ip4018,skinreview_r3c04m02x8520,3
skinlover_ip4018,skinreview_r3c04m03x3054,3
skinreview_r3c04m00x5770,skinreview_r3c04m01x7927,3
skinreview_r3c04m00x5770,skinreview_r3c04m02x8520,3
skinreview_r3c04m00x5770,skinreview_r3c04m03x3054,3
skinreview_r3c04m01x7927,skinreview_r3c04m02x8520,3
skinreview_r3c04m01x7927,skinreview_r3c04m03x3054,3
skinreview_r3c04m02x8520,skinreview_r3c04m03x3054,3
testireal_ct48546,testireal_ct49360,3
08novitaaaaaa,cantik_rp39846,3
08novitaaaaaa,kulitglowing_rr22275,3
08novitaaaaaa,miraakhumaida,3
all_aboutvi,miraakhumaida,3
beautyvibe_ct78952,beautyvibe_ip8477,3
beautyvibe_ct78952,belamaulidiah,3
beautyvibe_ct78952,cantik_rp39846,3
beautyvibe_ct78952,kulitglowing_rr22275,3
beautyvibe_ct78952,kulitsehat_ip5592,3
beautyvibe_ct78952,miraakhumaida,3
beautyvibe_ct78952,ndhyulee,3
beautyvibe_ct78952,skincare_ip6366,3
beautyvibe_ct78952,skinlover_ip490,3
beautyvibe_ct78952,skinlover_ip9713,3
beautyvibe_ip8477,belamaulidiah,3
beautyvibe_ip8477,glowingid_rr16545,3
beautyvibe_ip8477,kulitcerah_ct29113,3
beautyvibe_ip8477,miraakhumaida,3
beautyvibe_ip8477,ndhyulee,4
beautyvibe_ip8477,reviewjujur_ct39243,3
beautyvibe_ip8477,reviewjujur_ct55350,3
beautyvibe_ip8477,reviewjujur_ct97003,3
belamaulidiah,glowingid_rr16545,3
belamaulidiah,kulitcerah_ct29113,3
belamaulidiah,kulitsehat_ip5592,3
belamaulidiah,miraakhumaida,4
belamaulidiah,ndhyulee,4
belamaulidiah,reviewjujur_ct39243,3
belamaulidiah,reviewjujur_ct55350,3
belamaulidiah,reviewjujur_ct97003,3
belamaulidiah,skincare_ip6366,3
belamaulidiah,skinlover_ip490,3
belamaulidiah,skinlover_ip9713,3
cantik_rp39846,glowingid_rr16545,3
cantik_rp39846,kulitcerah_ct29113,3
cantik_rp39846,miraakhumaida,3
cantik_rp39846,reviewjujur_ct39243,3
cantik_rp39846,reviewjujur_ct55350,3
cantik_rp39846,reviewjujur_ct97003,3
glowingid_rr16545,kulitglowing_rr22275,3
glowingid_rr16545,kulitsehat_ip5592,3
glowingid_rr16545,miraakhumaida,3
glowingid_rr16545,ndhyulee,3
glowingid_rr16545,skincare_ip6366,3
glowingid_rr16545,skinlover_ip490,3
glowingid_rr16545,skinlover_ip9713,3
kulitcerah_ct29113,kulitglowing_rr22275,3
kulitcerah_ct29113,kulitsehat_ip5592,3
kulitcerah_ct29113,miraakhumaida,3
kulitcerah_ct29113,ndhyulee,3
kulitcerah_ct29113,skincare_ip6366,3
kulitcerah_ct29113,skinlover_ip490,3
kulitcerah_ct29113,skinlover_ip9713,3
kulitglowing_rr22275,miraakhumaida,3
kulitglowing_rr22275,reviewjujur_ct39243,3
kulitglowing_rr22275,reviewjujur_ct55350,3
kulitglowing_rr22275,reviewjujur_ct97003,3
kulitsehat_ip5592,miraakhumaida,3
kulitsehat_ip5592,ndhyulee,4
kulitsehat_ip5592,reviewjujur_ct39243,3
kulitsehat_ip5592,reviewjujur_ct55350,3
kulitsehat_ip5592,reviewjujur_ct97003,3
miraakhumaida,ndhyulee,4
miraakhumaida,reviewjujur_ct39243,3
miraakhumaida,reviewjujur_ct55350,3
miraakhumaida,reviewjujur_ct97003,3
miraakhumaida,skincare_ip6366,3
miraakhumaida,skinlover_ip490,3
miraakhumaida,skinlover_ip9713,3
ndhyulee,reviewjujur_ct39243,3
ndhyulee,reviewjujur_ct55350,3
ndhyulee,reviewjujur_ct97003,3
ndhyulee,skincare_ip6366,4
ndhyulee,skinlover_ip490,4
ndhyulee,skinlover_ip9713,4
reviewjujur_ct39243,skincare_ip6366,3
reviewjujur_ct39243,skinlover_ip490,3
reviewjujur_ct39243,skinlover_ip9713,3
reviewjujur_ct55350,skincare_ip6366,3
reviewjujur_ct55350,skinlover_ip490,3
reviewjujur_ct55350,skinlover_ip9713,3
reviewjujur_ct97003,skincare_ip6366,3
reviewjujur_ct97003,skinlover_ip490,3
reviewjujur_ct97003,skinlover_ip9713,3
beautyaddict_rr41856,glowhunter_cp9145,3
cantik_ip9501,glowhunter_rp43404,3
cantik_ip9501,glowup_rr94347,3
glowhunter_ct152,glowup_ct3239,3
glowhunter_ct152,glowup_ct6488,3
glowhunter_ct152,kulitglowing_ct595,3
glowhunter_ct152,racun_ct2082,3
glowhunter_ct152,skinclub_ct3535,3
glowhunter_ip1923,glowhunter_rp43404,3
glowhunter_ip1923,glowup_rr94347,3
glowhunter_ip8756,glowhunter_rp43404,3
glowhunter_ip8756,glowup_rr94347,3
glowhunter_rp43404,kulitglowing_ip1790,3
glowhunter_rp43404,kulitglowing_ip334,3
glowhunter_rp43404,skinbestie_ip9364,3
glowup_ct3239,glowup_ct6488,3
glowup_ct3239,kulitglowing_ct595,3
glowup_ct3239,racun_ct2082,3
glowup_ct3239,skinclub_ct3535,3
glowup_ct6488,kulitglowing_ct595,3
glowup_ct6488,racun_ct2082,3
glowup_ct6488,skinclub_ct3535,3
glowup_rr94347,kulitglowing_ip1790,3
glowup_rr94347,kulitglowing_ip334,3
glowup_rr94347,skinbestie_ip9364,3
kulitglowing_ct595,racun_ct2082,3
kulitglowing_ct595,skinclub_ct3535,3
racun_ct2082,skinclub_ct3535,3
bestieku_ct70500,skinclub_ct15395,4
bestieku_ct70500,testireal_ct62779,4
dearskin_rr61021,kulitglowing_cp6205,4
glowingid_rp61402,kulitglowing_rr91939,3
kulitglowing_rr91939,racun_rr28461,3
kulitsehat_cp3811,skincare_rr82794,5
skinclub_ct15395,testireal_ct62779,4
belamaulidiah,dearskin_ip1875,3
belamaulidiah,kulitglowing_ip8766,3
belamaulidiah,reviewjujur_ip7022,3
belamaulidiah,skincare_ip8433,3
belamaulidiah,skincare_ip9454,3
dearskin_ip1875,miraakhumaida,3
kulitglowing_ip8766,miraakhumaida,3
miraakhumaida,reviewjujur_ip7022,3
miraakhumaida,skincare_ip8433,3
miraakhumaida,skincare_ip9454,3
glowingid_rp49842,kulitglowing_rp49531,3
glowingid_rp49842,skinlover_rr34452,3
glowingid_rr70761,kulitglowing_rp49531,3
glowingid_rr70761,skinlover_rr34452,3
glowcheck_r3c10m00x7594,glowcheck_r3c10m01x2927,3
glowcheck_r3c10m00x7594,glowcheck_r3c10m02x8990,3
glowcheck_r3c10m00x7594,glowcheck_r3c10m03x7520,3
glowcheck_r3c10m00x7594,glowcheck_r3c10m04x9521,3
glowcheck_r3c10m00x7594,glowcheck_r3c10m05x2485,3
glowcheck_r3c10m01x2927,glowcheck_r3c10m02x8990,3
glowcheck_r3c10m01x2927,glowcheck_r3c10m03x7520,3
glowcheck_r3c10m01x2927,glowcheck_r3c10m04x9521,3
glowcheck_r3c10m01x2927,glowcheck_r3c10m05x2485,3
glowcheck_r3c10m02x8990,glowcheck_r3c10m03x7520,3
glowcheck_r3c10m02x8990,glowcheck_r3c10m04x9521,3
glowcheck_r3c10m02x8990,glowcheck_r3c10m05x2485,3
glowcheck_r3c10m03x7520,glowcheck_r3c10m04x9521,3
glowcheck_r3c10m03x7520,glowcheck_r3c10m05x2485,3
glowcheck_r3c10m04x9521,glowcheck_r3c10m05x2485,3
glowingid_rr98931,glowup_rr2143,3
glowingid_rr98931,testireal_rp23966,3
glowup_rr2143,skinlover_rp59219,3
skinlover_rp59219,testireal_rp23966,3
beautyvibe_ct78952,deakhr,3
beautyvibe_ct78952,refafitria0,3
beautyvibe_ct78952,tiiiajaaa_,3
deakhr,kulitcerah_ct29113,3
deakhr,reviewjujur_ct39243,3
deakhr,reviewjujur_ct55350,3
deakhr,reviewjujur_ct97003,3
glowingid_rr16545,refafitria0,3
glowingid_rr16545,tiiiajaaa_,3
kulitcerah_ct29113,refafitria0,3
kulitcerah_ct29113,tiiiajaaa_,3
miraakhumaida,vaquar1us,3
refafitria0,reviewjujur_ct39243,3
refafitria0,reviewjujur_ct55350,3
refafitria0,reviewjujur_ct97003,3
refafitria0,tiiiajaaa_,3
reviewjujur_ct39243,tiiiajaaa_,3
reviewjujur_ct55350,tiiiajaaa_,3
reviewjujur_ct97003,tiiiajaaa_,3
bestieku_rp49090,cantik_rp39846,3
bestieku_rp49090,kulitglowing_rr22275,3
cantik_rp39846,glowup_rr67162,3
glowup_rr67162,kulitglowing_rr22275,3
cantik_ip9501,racun_rp55484,3
cantik_ip9501,skinlover_rr44220,3
cantik_ip9501,zelinurrafinsia,3
glowhunter_ip1923,racun_rp55484,3
glowhunter_ip1923,skinlover_rr44220,3
glowhunter_ip1923,zelinurrafinsia,3
glowhunter_ip8756,racun_rp55484,3
glowhunter_ip8756,skinlover_rr44220,3
glowhunter_ip8756,zelinurrafinsia,3
glowingid_rr21462,racun_rp55484,3
glowingid_rr21462,skinlover_rr44220,3
kulitglowing_ip1790,racun_rp55484,3
kulitglowing_ip1790,skinlover_rr44220,3
kulitglowing_ip1790,zelinurrafinsia,3
kulitglowing_ip334,racun_rp55484,3
kulitglowing_ip334,skinlover_rr44220,3
kulitglowing_ip334,zelinurrafinsia,3
racun_rp55484,reviewjujur_rp86101,3
racun_rp55484,skinbestie_ip9364,3
racun_rp55484,skinclub_ip8754,3
racun_rp55484,skinlover_rr44220,6
reviewjujur_rp86101,skinlover_rr44220,3
skinbestie_ip9364,skinlover_rr44220,3
skinbestie_ip9364,zelinurrafinsia,3
skinclub_ip8754,skinlover_rr44220,3
skinclub_ip8754,zelinurrafinsia,3
beautyvibe_ct78952,bestieku_rp31438,3
beautyvibe_ct78952,cantik_rr10481,3
bestieku_rp31438,kulitcerah_ct29113,3
bestieku_rp31438,reviewjujur_ct39243,3
bestieku_rp31438,reviewjujur_ct55350,3
bestieku_rp31438,reviewjujur_ct97003,3
cantik_rr10481,kulitcerah_ct29113,3
cantik_rr10481,reviewjujur_ct39243,3
cantik_rr10481,reviewjujur_ct55350,3
cantik_rr10481,reviewjujur_ct97003,3
beautyaddict_rr41856,cantik_rp39846,3
beautyaddict_rr41856,kulitglowing_rr22275,3
beautyaddict_rr41856,kulitsehat_rp54793,3
beautyvibe_ip424,glowingid_rp58849,3
beauty_ct7151,beauty_ct8829,3
beauty_ct7151,beautyaddict_ct8242,3
beauty_ct7151,beautyvibe_ct2527,3
beauty_ct7151,skincare_ct7727,3
beauty_ct7151,skinclub_ct2318,3
beauty_ct8829,beautyaddict_ct8242,3
beauty_ct8829,beautyvibe_ct2527,3
beauty_ct8829,skincare_ct7727,3
beauty_ct8829,skinclub_ct2318,3
beautyaddict_ct8242,beautyvibe_ct2527,3
beautyaddict_ct8242,skincare_ct7727,3
beautyaddict_ct8242,skinclub_ct2318,3
beautyvibe_ct2527,skincare_ct7727,3
beautyvibe_ct2527,skinclub_ct2318,3
beautyvibe_ip9378,glowhunter_ip1754,3
skincare_ct7727,skinclub_ct2318,3
beautyvibe_rp38442,kelvin.shagufta7,3
beautyvibe_rp38442,mukar___,3
glowhunter_rr49613,kelvin.shagufta7,3
glowhunter_rr49613,mukar___,3
kelvin.shagufta7,kina_viaa,3
kelvin.shagufta7,mukar___,3
kelvin.shagufta7,racun_rp55484,3
kelvin.shagufta7,rianhi_latieff,3
kelvin.shagufta7,skinlover_rr44220,3
racun_rp55484,rianhi_latieff,3
rianhi_latieff,skinlover_rr44220,3
kelvin.shagufta7,raisya1._,3
kelvin.shagufta7,rikaulandari_,3
hokaidochesee,kelvin.shagufta7,3
hokaidochesee,sa.zuhroh,3
hokaidochesee,scrp20,3
kelvin.shagufta7,sa.zuhroh,3
sa.zuhroh,scrp20,3
