id,label,degree,weighted_degree,betweenness,community,primary_brand,brand_label_auto,brand_combo,brand_confidence,narrative_similarity_level,dominant_sentiment,positive_ratio,neutral_ratio,negative_ratio,evaluable_coverage,goal_orientation,goal_orientation_status,goal_confidence,goal_stability,goal_validation_status,goal_method,effective_sample_size
bestieku_ct70500,bestieku_ct70500,2,2.0,0.0,73,Daviena,Daviena,Daviena + Maryame,Medium,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
beautyvibe_rp66426,beautyvibe_rp66426,2,1.875,2.7700831024930747e-06,58,Daviena,Daviena,Daviena,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
glowingid_rp61402,glowingid_rp61402,1,1.7321428571428572,0.0,133,Daviena,Daviena,Daviena + The Originote,Medium,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
reviewjujur_rp60551,reviewjujur_rp60551,1,1.6071428571428572,0.0,62,Maryame,Mixed_3plus_Brands,Maryame + Daviena + The Originote,Medium,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
beautyaddict_rr41856,beautyaddict_rr41856,2,1.6071428571428572,2.775634371235546e-06,34,Daviena,Daviena,Daviena + Maryame + The Originote,Medium,Low,Positive,0.8333333333333334,0.16666666666666666,0.0,1.0,Promotional / Supportive,Assigned,Low,0.6666666666666667,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,4.55185604095459
beautyvibe_rp82732,beautyvibe_rp82732,1,1.5892857142857144,0.0,52,Azarine,Azarine,Azarine + Daviena,High,Low,Positive,0.5,0.45,0.05,1.0,Mixed Goals,Assigned,Low,0.04999999999999999,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,34.40110778808594
beautyaddict_rr42909,beautyaddict_rr42909,2,1.3035714285714286,8.326903113706638e-06,184,The Originote,The Originote,The Originote,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
skinclub_rr29031,skinclub_rr29031,2,1.3035714285714286,5.540166204986149e-06,184,The Originote,The Originote,The Originote,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
kulitcerah_rr59853,kulitcerah_rr59853,1,1.0714285714285714,0.0,58,Daviena,Daviena,Daviena,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
skintok_rr45965,skintok_rr45965,1,1.0714285714285714,0.0,47,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
skincare_rp71592,skincare_rp71592,1,1.0714285714285714,0.0,62,Maryame,Mixed_3plus_Brands,Maryame + Daviena + The Originote,Medium,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
glowhunter_cp9145,glowhunter_cp9145,1,0.8035714285714286,0.0,34,Daviena,Daviena,Daviena + Maryame + The Originote,Medium,Low,Positive,0.8333333333333334,0.16666666666666666,0.0,1.0,Promotional / Supportive,Assigned,Low,0.6666666666666667,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,4.55185604095459
kulitglowing_rr91939,kulitglowing_rr91939,1,0.8035714285714286,0.0,133,Daviena,Daviena,Daviena + The Originote,Medium,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
kulitsehat_rp54793,kulitsehat_rp54793,1,0.8035714285714286,0.0,34,Daviena,Daviena,Daviena + Maryame + The Originote,Medium,Low,Positive,0.8333333333333334,0.16666666666666666,0.0,1.0,Promotional / Supportive,Assigned,Low,0.6666666666666667,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,4.55185604095459
glowup_rr94183,glowup_rr94183,1,0.8035714285714286,0.0,52,Azarine,Azarine,Azarine + Daviena,High,Low,Positive,0.5,0.45,0.05,1.0,Mixed Goals,Assigned,Low,0.04999999999999999,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,34.40110778808594
skinclub_rr74871,skinclub_rr74871,1,0.8035714285714286,0.0,58,Daviena,Daviena,Daviena,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
