path,tracked_status,ignored_status,file_type,extension,size_bytes,sha256,lfs_tracked,referenced_by_count,referenced_by,producer,consumer,classification,proposed_action,justification,risk_level,immutable,content_may_change,notes
output/rm2_sentiment/human_validation_v2/sentiment_v2_locked_test_replacement_annotator_1_blind.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,2290,54d4513ad7be6b29183d396a934344e69dd519b892c0650ae02c4ec7facccc71,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/human_validation_v2/sentiment_v2_locked_test_replacement_annotator_1_blind_labeled.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,2293,75510cf42d474f9b2123989e7491ca2594b1745e21a21965f1fb3be1103e38dd,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/human_validation_v2/sentiment_v2_locked_test_replacement_annotator_2_blind.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,2335,8c6851f24d1262b3d0023ee3f2d5f24206514ee4599a256dd3aa4d531d290312,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/human_validation_v2/sentiment_v2_locked_test_replacement_annotator_2_blind_labeled.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,2338,de3249e15890aefeb7208a3cfe543893033db1ce5c0edfb25c497749bad40c91,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/human_validation_v2/sentiment_v2_locked_test_replacement_manifest.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,2197,335822fcc060760d45c9f0bf5a5990752f99169c764635458c0b3459479647e6,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/human_validation_v2/sentiment_v2_observational_sample_audit.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,325,759876a57aad0c979f797d242effc8146cf347ca3e3203f7d071389cc2c1a77e,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/human_validation_v2/sentiment_v2_package_summary.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,625,53a004b8692627d69d9ae2b88657294cb71560dc5fc74b33a26d0924591ed7f5,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/human_validation_v2/sentiment_v2_replacement_adjudication_final.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,6914,39646d01e190d26fc65de491311b27513c65d79dfd8eddd3c3b05f725bb899c6,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/human_validation_v2/sentiment_v2_sampling_distribution.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,1922,8bb5657ddbce2e1e7aed46e821058a7f733624cb47d70570f3d053317af75f43,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/human_validation_v2/sentiment_v2_sampling_manifest.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,93038,c6fee2ca22e73a5afc609e2ec7824c1ab9acc086bd8c601a56857aeed7b76e57,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/human_validation_v2/sentiment_v2_source_checksum_manifest.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,1538,45554a6a035c9a4c3b66eb14804b687fbc8fead7f5f6c800b94d39b5671edfcd,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/human_validation_v2/sentiment_v2_synthetic_id_audit.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,3086,f9789bb67b40d7720bdad31cef84ad1a0d19a9f52f710f74ad49b503f1e56c85,False,1,scripts/train_rm2_sentiment_v2_development_model.py,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/human_validation_v2/sentiment_v2_unresolved_rows.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,524,0d520358e252357cae39d8a4d3fc8b066638a3634eb213b4851f4dd2876e225f,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/human_validation_v2/sentiment_v2_validation_run_manifest.json,tracked,not_ignored,application/json,.json,2010,466d7238f322676175595493f2a14b4f2659ae47ef4f853c9871db3a75d75fdd,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/human_validation_v2/v2_annotation_validation_report.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,2551,95ee736be10a90cb045a7db3c9f110dba302728ac782967e726e7c1128113978,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_bootstrap_ci.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,136,c739ba67d9913c330d5d2c2b07b415144f544d1e25017a0840a10d2df7065766,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_calibration_metrics.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,218,581ee7fe36683ebfca820d4e01667815a9f1a1c72e6dc4db1ceef2837f06189d,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_confusion_matrix.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,96,60669b6759fa98d96a9035a71d9ee6be13967c789e2947f26b0ee321f9ad5c12,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_cv_metrics.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,48487,66dd0e3f42136d5e38e3119e7812c06f0b7e79ceb39ceb5a772cd7212437c1e8,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_error_analysis.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,65605,7e2edcb0bb6577853b77e057c57c917f4c3715aacb15f1a769f0ec5ec9242ab2,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_fold_class_distribution.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,843,39ee5aa3c3910ec5d4942dbbf88b8257f7b22b88cedde43ff2d8e1c468ed39db,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_group_diagnostic_metrics.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,3061,49f011a327e26525fd9cc40a0e862994318a03da51fdb95f006cbbe6f1167b1c,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_grouped_cv_metrics.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,940,2c013e7f042adc8d0fc0fb6bcfc76d60b5ef647638f878536d142c41677f1e3d,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_model_manifest.json,tracked,not_ignored,application/json,.json,7256,0416de613c0f1a61d9c52920578d9d8d410508f08c8d6216c21074187e95cce5,False,2,scripts/build_rm2_comment_similarity_examples.py; scripts/build_rm2_community_mass_account_network.py,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_model_selection_summary.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,6467,340798975e1ea0b7e26515183c31c0f2ef5f02de9abda6591fff2b2871a1052f,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_oof_predictions.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,149068,5921d620c07e79658c2eb3eb72d32c8b99e7c328c9d2e47bad5de2d56a93764a,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_package_versions.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,138,8aad32d386dff40a9ffa9702550b0843b1530203fd530bfbbd85c74dbff2c4d8,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_per_class_metrics.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,247,2034fd96407998dc2ca576268f1c8befbf8c7eae1f57ac120dc52e92dade4443,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_pool_summary.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,1077,2af67d7f53b08b43f0f7c7e8e60ef3ab8ca8a8b8fc8386868378d995e8631c14,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_threshold_refreeze_comparison.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,1691,556779aa5081761f48678ccc7291e2076567fa0e7288e2997aef6377972b0560,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_threshold_refreeze_integrity.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,3169,6d560dde3692d2ce915dcba4b7c5b24818e7c4703b0ea7736504f6ad2cff0821,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_threshold_refreeze_manifest.json,tracked,not_ignored,application/json,.json,6289,3524b9b948b48a530850555e6b15505ac9b9bcc0cfd63bebba17011cb3f832f0,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_threshold_selection.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,49820,e5d4b4b399dda46a186f37ecc9b9ba97c9732532128ceb31415c3c222e678785,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/development_training_pool_provenance.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,795570,5591c7aa4892375c1176df75fa19b6eb8e4dd364a1461c2ed1dc0faf388dc43d,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/excluded_locked_test_v2_comment_ids.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,6144,2b62f833a8a0a931987ce17e2500c2ce3d49870cb4897524da51adbf630f75b7,False,0,,human validation / model development,Sentiment V2 reproducibility,DEVELOPMENT_PROVENANCE,Keep,Classified from path pattern as DEVELOPMENT_PROVENANCE.,HIGH,True,False,
output/rm2_sentiment/model_v2/final_locked_test_acceptance_decision.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,858,beb5533624ca3c2056924e884cdcac2a3f512919e420e2588f2d47b5983555c3,False,0,,Sentiment V2 final pipeline,final report / downstream reading,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/rm2_sentiment/model_v2/final_locked_test_bootstrap_ci.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,149,7614244aa1c657079c7787472a1c847b2df87e0093371dcca1c9292197699d89,False,0,,Sentiment V2 final pipeline,final report / downstream reading,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/rm2_sentiment/model_v2/final_locked_test_calibration.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,804,0d3b1020a8c38e780806e2b89ebaca6b9948aef6aa0fab2aed8af89df5a8d03c,False,0,,Sentiment V2 final pipeline,final report / downstream reading,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/rm2_sentiment/model_v2/final_locked_test_confusion_matrix.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,90,05125a96f2eb39aa868da97579d46036405f4ba5b12ed676ccdde872581209f5,False,0,,Sentiment V2 final pipeline,final report / downstream reading,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/rm2_sentiment/model_v2/final_locked_test_evaluation_lock.json,tracked,not_ignored,application/json,.json,574,ea08186fc1bcb05507abea57991a06a5c918fffd66c3074a1849e6e9a96b81c2,False,0,,Sentiment V2 final pipeline,final report / downstream reading,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/rm2_sentiment/model_v2/final_locked_test_evaluation_readiness.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,532,c891961a305912fede179903787e8a8805c8e01ce9f0814f539c0b98397aa137,False,0,,Sentiment V2 final pipeline,final report / downstream reading,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/rm2_sentiment/model_v2/final_locked_test_metrics.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,744,e0bbadcc451f1f332a6db6c3353cf23184b7ac16015d7f20942b4dc89a80d5cf,False,0,,Sentiment V2 final pipeline,final report / downstream reading,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/rm2_sentiment/model_v2/final_locked_test_per_class_metrics.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,311,6fb44662ae5aab0d1d710d58b0155bb802b39eeba7808172145916fae744a42f,False,0,,Sentiment V2 final pipeline,final report / downstream reading,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/rm2_sentiment/model_v2/final_locked_test_predictions.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,419116,482926eca92d75e62fd38b0e85241cc1e59a18b84f83232ac9dd2a097cac6269,False,0,,Sentiment V2 final pipeline,final report / downstream reading,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/rm2_sentiment/model_v2/final_locked_test_report.json,tracked,not_ignored,application/json,.json,4801,5766a3b8935595d2b1ec1c4a8c0a7af0c1af904db4a52e4caaf622f3d9cbbe55,False,0,,Sentiment V2 final pipeline,final report / downstream reading,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/rm2_sentiment/model_v2/final_locked_test_subgroup_metrics.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,8202,66ddc960da25442e63178b4fc1e378318cff4ec9a38cf6a91233f0553b90af28,False,0,,Sentiment V2 final pipeline,final report / downstream reading,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/rm2_sentiment/model_v2/selected_model_development_frozen.joblib,tracked,not_ignored,unknown,.joblib,5039305,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,False,1,scripts/build_rm2_comment_similarity_examples.py,Sentiment V2 final pipeline,final report / downstream reading,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/rm2_sentiment/model_v2/selected_model_development_frozen_config.json,tracked,not_ignored,application/json,.json,1403,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,False,0,,Sentiment V2 final pipeline,final report / downstream reading,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/rm2_sentiment/model_v2/selected_model_development_frozen_hash.txt,tracked,not_ignored,text/plain,.txt,66,21b7c8f3abab7ac46c55a9909ff95d7daaa1777ff87f5c569efd7bd3c6cb3736,False,0,,Sentiment V2 final pipeline,final report / downstream reading,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/rm2_sentiment/tables/account_goal_coverage_by_actor_type.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,616,f7f594fd52deab3aba58f61aea0b1af5e54dd9601adddef0fc390cc9e51a2549,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/account_goal_threshold_sensitivity.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,428,7b5d55e136ec2177e0547bca057fca10faa7050ea1067b1362fb397f57184fa0,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/account_sentiment_summary.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,6604644,55b2735a54cf284fafb9f8622d5cebf2321053da5fbd061d8106c83ab8a00509,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/brand_sentiment_summary.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,2383,82d4519537f6950060a6f121b2e7a82b41fa4fb83894012f7ccad0b23d61d821,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/comment_sentiment.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,26654236,c2722117cc522345117256046ab703fe76a801b39136e65bdf53fe165cde87c7,False,8,README.md; output/rm2_sentiment/model_v2/development_threshold_refreeze_manifest.json; scripts/apply_rm2_sentiment_v2_final_inference.py; scripts/build_rm2_comment_similarity_examples.py; scripts/build_rm2_sentiment_v2_annotation_package.py; scripts/freeze_rm2_sentiment_v2_locked_test.py; scripts/train_rm2_sentiment_v2_development_model.py; scripts/validate_rm2_sentiment_v2_annotations_and_readiness.py,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/hcc_goal_disagreement_analysis.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,10196,4416abddb6b498f0fa5f15ee9bce9a6e487ab2c458f929b216649544e1ac348b,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/hcc_goal_heuristic_review.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,20309,206211df999aa390f157129ffd1d2f6f5cd206d5c44dd9e165436da755654586,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/hcc_goal_method_sensitivity.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,46339,b8c80c77c7ae976d27fbdb17922834873be50c6481855997d69371dafad203e8,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/hcc_goal_validation_metrics.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,300,0743c6b34bf890b7ea485e3f4459197594f6dd7b0b267f25bf94f525f4f771ee,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/hcc_sentiment_goals_summary.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,21962,bb4ab247bad46306c70e1b8c9db64946257c54fad5ebb16bf8dbd0ce3e1a2db7,False,1,scripts/apply_rm2_sentiment_v2_final_inference.py,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/hcc_vs_nonhcc_sentiment_summary.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,834,898373f1395a6abc527b6ce5e9263e934deae3b5929bd7b5bbe2dc6009c227b7,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/neutral_class_metrics_by_text_type.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,1319,cc89c65aa15372236c17a4203471a92f16112b28e97e95d321f124803eedbec5,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/neutral_error_taxonomy.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,790,8accd38b83ff30ac2240917b9507ab6bb281536b669a17ea7397c6e579436fc4,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/neutral_false_positive_to_negative.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,6381,405c0d02f31bd932851b01bb602dd1a9e48dd3be1c7db96007118dc8b642c66c,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/neutral_false_positive_to_positive.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,455,4640be10248bc21445c87705f08b35bed0e861a1783577e3b3afcd896971a82d,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_aggregation_method_comparison.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,13007,7eccb8638a2b5f63d2f6febf2fdfc727e26256c71563751a04d24db8c989e79d,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_confusion_matrix.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,224,f79fd311ba58234ce509fa446ab64dae789044ad267e35aaa346e477253972f3,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_deterministic_rule_reproducibility.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,846,a7349ac301d5f0fc74f331eb09e6c7e9103882b4391290cd96fdf11e1aaa5070,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_development_heuristic_reference.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,150016,eef6c2204b06cb2e7049fa408caf05585d433ff213e073d5e311d48efeef39b0,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
